dataInicio,dataFim,entidade,info
19/10/2018,19/10/2018,b'Teste de Profici\xc3\xaancia',"b'\xc3\x9altimo dia para Aplica\xc3\xa7\xc3\xa3o do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, conforme hor\xc3\xa1rios estabelecidos pelo Centro de Ensino de L\xc3\xadnguas.'"
19/10/2018,19/10/2018,teste de proficiencia,"Último dia para Aplicação do Teste de Proficiência em disciplinas de línguas estrangeiras, conforme horários estabelecidos pelo Centro de Ensino de Línguas."
22/10/2018,04/11/2018,b'PAA',"b'Prazo para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recupera\xc3\xa7\xc3\xa3o dos alunos inseridos no programa de Apoio Acad\xc3\xaamico (PAA) no 2\xc2\xba per\xc3\xadodo letivo de 2018.'"
22/10/2018,04/11/2018,paa,"Prazo para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recuperação dos alunos inseridos no programa de Apoio Acadêmico (PAA) no 2º período letivo de 2018."
25/10/2018,25/10/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Comiss\xc3\xa3o Central de Gradua\xc3\xa7\xc3\xa3o \xe2\x80\x93 CCG delibera sobre as propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
25/10/2018,25/10/2018,catalogo dos cursos de graduacao,Comissão Central de Graduação – CCG delibera sobre as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
26/10/2018,26/10/2018,b'Teste de Profici\xc3\xaancia',"b'\xc3\x9altimo dia para entrada de resultados do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
26/10/2018,26/10/2018,teste de proficiencia,"Último dia para entrada de resultados do Teste de Proficiência em disciplinas de línguas estrangeiras, na WEB."
29/10/2018,31/10/2018,b'Hor\xc3\xa1rio',b'Ajustes dos hor\xc3\xa1rios das disciplinas de l\xc3\xadnguas estrangeiras ap\xc3\xb3s os resultados do Teste de Profici\xc3\xaancia.'
29/10/2018,31/10/2018,horario,Ajustes dos horários das disciplinas de línguas estrangeiras após os resultados do Teste de Proficiência.
01/11/2018,01/11/2018,b'Hor\xc3\xa1rio',"b'\xc3\x9altimo dia para as Coordenadorias de Cursos elaborarem os hor\xc3\xa1rios do 1\xc2\xba per\xc3\xadodo letivo de 2019, Sistema de Recupera\xc3\xa7\xc3\xa3o e disciplinas de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'"
01/11/2018,01/11/2018,horario,"Último dia para as Coordenadorias de Cursos elaborarem os horários do 1º período letivo de 2019, Sistema de Recuperação e disciplinas de Férias de Verão - 2019."
02/11/2018,03/11/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
02/11/2018,03/11/2018,feriado/expediente suspenso,Não haverá atividades.
04/11/2018,04/11/2018,b'PAA',"b'\xc3\x9altimo dia para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recupera\xc3\xa7\xc3\xa3o dos alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 2\xc2\xba per\xc3\xadodo letivo de 2018.'"
04/11/2018,04/11/2018,paa,"Último dia para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recuperação dos alunos inseridos no Programa de Apoio Acadêmico (PAA) no 2º período letivo de 2018."
05/11/2018,15/11/2018,b'PAA',b'Prazo para os alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 2\xc2\xba per\xc3\xadodo letivo de 2018 adequarem seus planos de estudos de recupera\xc3\xa7\xc3\xa3o no Sistema Siga.'
05/11/2018,15/11/2018,paa,Prazo para os alunos inseridos no Programa de Apoio Acadêmico (PAA) no 2º período letivo de 2018 adequarem seus planos de estudos de recuperação no Sistema Siga.
06/11/2018,06/11/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para a Comiss\xc3\xa3o Central de Gradua\xc3\xa7\xc3\xa3o - CCG encaminhar \xc3\xa0 DAC \xc2\xa0as propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba Per\xc3\xadodo letivo de 2019.'
06/11/2018,06/11/2018,catalogo dos cursos de graduacao,Último dia para a Comissão Central de Graduação - CCG encaminhar à DAC  as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º Período letivo de 2019.
08/11/2018,20/11/2018,b'PAA',"b'Prazo para as Coordenadorias de Cursos analisarem e divulgarem suas conclus\xc3\xb5es, no Sistema Siga, sobre os planos de estudos de recupera\xc3\xa7\xc3\xa3o dos alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 2\xc2\xba per\xc3\xadodo letivo de 2018.'"
08/11/2018,20/11/2018,paa,"Prazo para as Coordenadorias de Cursos analisarem e divulgarem suas conclusões, no Sistema Siga, sobre os planos de estudos de recuperação dos alunos inseridos no Programa de Apoio Acadêmico (PAA) no 2º período letivo de 2018."
12/11/2018,12/11/2018,b'Processo Seletivo Aberto',b'\xc3\x9altimo dia para An\xc3\xa1lise da Compatibilidade de Curr\xc3\xadculo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'
12/11/2018,12/11/2018,processo seletivo aberto,Último dia para Análise da Compatibilidade de Currículo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
12/11/2018,14/11/2018,b'Hor\xc3\xa1rios',"b'Reuni\xc3\xb5es individuais das Coordenadorias de Cursos para o fechamento dos hor\xc3\xa1rios do 1\xc2\xba per\xc3\xadodo letivo de 2019, Sistema de Recupera\xc3\xa7\xc3\xa3o e disciplinas de F\xc3\xa9rias de Ver\xc3\xa3o - 2019, na DAC.'"
12/11/2018,14/11/2018,horarios,"Reuniões individuais das Coordenadorias de Cursos para o fechamento dos horários do 1º período letivo de 2019, Sistema de Recuperação e disciplinas de Férias de Verão - 2019, na DAC."
13/11/2018,13/11/2018,b'Processo Seletivo aberto',b'\xc3\x9altimo dia para as Coordenadorias de Cursos entregarem na DAC o resultado da An\xc3\xa1lise da Compatibilidade de Curr\xc3\xadculo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'
13/11/2018,13/11/2018,processo seletivo aberto,Último dia para as Coordenadorias de Cursos entregarem na DAC o resultado da Análise da Compatibilidade de Currículo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
13/11/2018,13/11/2018,Processo Seletivo Aberto,"Último dia para as Coordenadorias de Cursos informarem à DAC datas, horários e salas para a realização da Prova Específica de conhecimento do Processo Seletivo Aberto para preenchimento de vagas remanescentes."
14/11/2018,14/11/2018,b'Teste de Profici\xc3\xaancia',"b'Divulga\xc3\xa7\xc3\xa3o das disciplinas a serem oferecidas em Teste de Profici\xc3\xaancia, exceto disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
14/11/2018,14/11/2018,teste de proficiencia,"Divulgação das disciplinas a serem oferecidas em Teste de Proficiência, exceto disciplinas de línguas estrangeiras, na WEB."
01/11/2018,01/11/2018,b'Estudante Intercambista',b'\xc3\x9altimo dia para inscri\xc3\xa7\xc3\xa3o de Estudante Intercambista para o 1\xc2\xba per\xc3\xadodo letivo de 2019.'
01/11/2018,01/11/2018,estudante intercambista,Último dia para inscrição de Estudante Intercambista para o 1º período letivo de 2019.
15/11/2018,20/11/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
15/11/2018,20/11/2018,feriado/expediente suspenso,Não haverá atividades.
23/11/2018,23/11/2018,b'Hor\xc3\xa1rios',"b'DAC divulga na WEB o Caderno de Hor\xc3\xa1rios do 1\xc2\xba per\xc3\xadodo letivo de 2019, Sistema de Recupera\xc3\xa7\xc3\xa3o e disciplinas de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'"
23/11/2018,23/11/2018,horarios,"DAC divulga na WEB o Caderno de Horários do 1º período letivo de 2019, Sistema de Recuperação e disciplinas de Férias de Verão - 2019."
26/11/2018,30/11/2018,b'Teste de Profici\xc3\xaancia',"b'Inscri\xc3\xa7\xc3\xa3o para Teste de Profici\xc3\xaancia, exceto para disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
26/11/2018,30/11/2018,teste de proficiencia,"Inscrição para Teste de Proficiência, exceto para disciplinas de línguas estrangeiras, na WEB."
28/11/2018,28/11/2018,b'Processo Seletivo Aberto',b'Divulga\xc3\xa7\xc3\xa3o dos candidatos convocados para a Prova Espec\xc3\xadfica de Conhecimento do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'
28/11/2018,28/11/2018,processo seletivo aberto,Divulgação dos candidatos convocados para a Prova Específica de Conhecimento do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
30/11/2018,30/11/2018,b'Estudante Intercambista',b'\xc3\x9altimo dia para a Coordenadoria de Curso analisar o Plano de Estudos de Estudante Intercambista para o 1\xc2\xba per\xc3\xadodo letivo de 2019.'
30/11/2018,30/11/2018,estudante intercambista,Último dia para a Coordenadoria de Curso analisar o Plano de Estudos de Estudante Intercambista para o 1º período letivo de 2019.
01/12/2018,01/12/2018,b'Per\xc3\xadodo Letivo',b'\xc3\x9altimo dia para o cumprimento da carga hor\xc3\xa1ria e programas das disciplinas.'
01/12/2018,01/12/2018,periodo letivo,Último dia para o cumprimento da carga horária e programas das disciplinas.
01/12/2018,01/12/2018,,"Observações:

				
No decorrer do 2º período letivo nos Campi de Campinas e Piracicaba  há necessidade da reposição de 01 (uma) sexta-feira e 01 (um) sábado e nos Campi de Limeira há necessidade de reposição de 01 (uma) sexta-feira e 02 (dois) sábados para que se complete a carga horária das disciplinas ministradas nesses dias."
03/12/2018,03/12/2018,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'In\xc3\xadcio do prazo para solicita\xc3\xa7\xc3\xa3o de Trancamento de Matr\xc3\xadcula do 1\xc2\xba per\xc3\xadodo letivo de 2019, na DAC, conforme Artigo 47 do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o.'"
03/12/2018,03/12/2018,trancamento de matricula (semestre),"Início do prazo para solicitação de Trancamento de Matrícula do 1º período letivo de 2019, na DAC, conforme Artigo 47 do Regimento  Geral de Graduação."
03/12/2018,07/12/2018,b'Semana de Estudos',b'Semana de estudos.'
03/12/2018,07/12/2018,semana de estudos,Semana de estudos.
03/12/2018,18/12/2018,b'M\xc3\xa9dia e Frequ\xc3\xaancia',"b'Prazo para entrada de m\xc3\xa9dias e frequ\xc3\xaancias do 2\xc2\xba per\xc3\xadodo letivo e Turmas Especiais I e II, na WEB.'"
03/12/2018,18/12/2018,media e frequencia,"Prazo para entrada de médias e frequências do 2º período letivo e Turmas Especiais I e II, na WEB."
03/12/2018,19/12/2018,b'Matr\xc3\xadcula em disciplina',"b'Matr\xc3\xadcula em disciplinas para o 1\xc2\xba per\xc3\xadodo letivo de 2019, Sistema de Recupera\xc3\xa7\xc3\xa3o e Turmas Especiais I e II, na WEB.'"
03/12/2018,19/12/2018,matricula em disciplina,"Matrícula em disciplinas para o 1º período letivo de 2019, Sistema de Recuperação e Turmas Especiais I e II, na WEB."
03/12/2018,19/12/2018,Reingresso,"Solicitação de Reingresso para o 1º período letivo de 2019 (artigo 8º, inciso IV do Regimento  Geral de Graduação), na DAC."
03/12/2018,26/02/2018,b'Estudante Especial',"b'Inscri\xc3\xa7\xc3\xa3o de Estudante Especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o para o 1\xc2\xba per\xc3\xadodo letivo de 2019, na WEB.'"
03/12/2018,26/02/2018,estudante especial,"Inscrição de Estudante Especial em disciplinas isoladas de graduação para o 1º período letivo de 2019, na WEB."
04/12/2018,20/12/2018,b'Matr\xc3\xadcula em Disciplina',b'Coordenadorias de Cursos atuam nos pedidos de matr\xc3\xadculas em disciplinas do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
04/12/2018,20/12/2018,matricula em disciplina,Coordenadorias de Cursos atuam nos pedidos de matrículas em disciplinas do 1º período letivo de 2019.
07/12/2018,07/12/2018,b'Per\xc3\xadodo Letivo',b'T\xc3\xa9rmino das aulas do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
07/12/2018,07/12/2018,periodo letivo,Término das aulas do 2º período letivo de 2018.
08/12/2018,08/12/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades nos Campi de Campinas e Piracicaba.'
08/12/2018,08/12/2018,feriado/expediente suspenso,Não haverá atividades nos Campi de Campinas e Piracicaba.
10/12/2018,15/12/2018,b'Exames Finais',b'Exames finais do 2\xc2\xba per\xc3\xadodo letivo de 2018 e Turmas Especiais I e II.'
10/12/2018,15/12/2018,exames finais,Exames finais do 2º período letivo de 2018 e Turmas Especiais I e II.
10/12/2018,15/12/2018,Teste de Proficiência,"Aplicação de Teste de Proficiência, exceto para disciplinas de línguas estrangeiras."
10/12/2018,15/12/2018,Processo Seletivo Aberto,Realização da Prova Específica de Conhecimento do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
10/12/2018,20/12/2018,b'Teste de Profici\xc3\xaancia',"b'Prazo para entrada de resultados do Teste de Profici\xc3\xaancia, exceto para disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
10/12/2018,20/12/2018,teste de proficiencia,"Prazo para entrada de resultados do Teste de Proficiência, exceto para disciplinas de línguas estrangeiras, na WEB."
17/12/2018,19/12/2018,b'F\xc3\xa9rias de Ver\xc3\xa3o',"b'Matr\xc3\xadcula em disciplinas para o per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019, na WEB.'"
17/12/2018,19/12/2018,ferias de verao,"Matrícula em disciplinas para o período de Férias de Verão - 2019, na WEB."
21/12/2018,21/12/2018,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',b'DAC divulga na WEB relat\xc3\xb3rios de matr\xc3\xadcula do Sistema de Recupera\xc3\xa7\xc3\xa3o.'
21/12/2018,21/12/2018,sistema de recuperacao,DAC divulga na WEB relatórios de matrícula do Sistema de Recuperação.
24/12/2018,31/12/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
24/12/2018,31/12/2018,feriado/expediente suspenso,Não haverá atividades.
01/01/2019,01/01/2019,b'Feriado/Expediente Suspenso',b'Confraterniza\xc3\xa7\xc3\xa3o Universal.'
01/01/2019,01/01/2019,feriado/expediente suspenso,Confraternização Universal.
02/01/2019,03/01/2019,b'F\xc3\xa9rias de Ver\xc3\xa3o',b'Coordenadorias de Cursos adequam matr\xc3\xadculas do per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'
02/01/2019,03/01/2019,ferias de verao,Coordenadorias de Cursos adequam matrículas do período de Férias de Verão - 2019.
02/01/2019,31/01/2019,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',b'Per\xc3\xadodo das atividades do Sistema de Recupera\xc3\xa7\xc3\xa3o das disciplinas oferecidas no 2\xc2\xba per\xc3\xadodo letivo de 2018.'
02/01/2019,31/01/2019,sistema de recuperacao,Período das atividades do Sistema de Recuperação das disciplinas oferecidas no 2º período letivo de 2018.
02/01/2019,04/02/2019,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',"b'Prazo para entrada das notas do Sistema de Recupera\xc3\xa7\xc3\xa3o das disciplinas oferecidas no 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
02/01/2019,04/02/2019,sistema de recuperacao,"Prazo para entrada das notas do Sistema de Recuperação das disciplinas oferecidas no 2º período letivo de 2018, na WEB."
04/01/2019,04/01/2019,b'F\xc3\xa9rias de Ver\xc3\xa3o',b'DAC divulga na WEB relat\xc3\xb3rios de matr\xc3\xadcula do per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'
04/01/2019,04/01/2019,ferias de verao,DAC divulga na WEB relatórios de matrícula do período de Férias de Verão - 2019.
04/01/2019,04/01/2019,Férias de Verão,Início das aulas do período de Férias de Verão - 2019.
04/01/2019,20/02/2019,b'F\xc3\xa9rias de Ver\xc3\xa3o',"b'Prazo para entrada de m\xc3\xa9dias e frequ\xc3\xaancias das disciplinas do per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019, na WEB.'"
04/01/2019,20/02/2019,ferias de verao,"Prazo para entrada de médias e frequências das disciplinas do período de Férias de Verão - 2019, na WEB."
08/01/2019,08/01/2019,b'Processo Seletivo Aberto',b'\xc3\x9altimo dia para as Coordenadorias de Cursos entregarem na DAC os resultados das Provas Espec\xc3\xadficas de Conhecimentos do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'
08/01/2019,08/01/2019,processo seletivo aberto,Último dia para as Coordenadorias de Cursos entregarem na DAC os resultados das Provas Específicas de Conhecimentos do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
11/01/2019,11/01/2019,b'Cola\xc3\xa7\xc3\xa3o de Grau',b'In\xc3\xadcio das Cola\xc3\xa7\xc3\xb5es de Grau do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
11/01/2019,11/01/2019,colacao de grau,Início das Colações de Grau do 2º período letivo de 2018.
14/01/2019,14/01/2019,b'Carta de Aceita\xc3\xa7\xc3\xa3o',"b'\xc3\x9altimo dia para as Coordenadorias de Cursos solicitarem \xc3\xa0 DAC, por e-mail, emiss\xc3\xa3o da Carta de Aceita\xc3\xa7\xc3\xa3o para estudante especial estrangeiro para o 1\xc2\xba per\xc3\xadodo letivo de 2019.'"
14/01/2019,14/01/2019,carta de aceitacao,"Último dia para as Coordenadorias de Cursos solicitarem à DAC, por e-mail, emissão da Carta de Aceitação para estudante especial estrangeiro para o 1º período letivo de 2019."
18/01/2019,18/01/2019,b'Processo Seletivo Aberto',"b'Divulga\xc3\xa7\xc3\xa3o da lista de candidatos convocados para matr\xc3\xadcula do Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos sem Prova de Habilidades Espec\xc3\xadficas.'"
18/01/2019,18/01/2019,processo seletivo aberto,"Divulgação da lista de candidatos convocados para matrícula do Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos sem Prova de Habilidades Específicas."
23/01/2019,24/01/2019,b'Processo Seletivo Aberto',"b'Matr\xc3\xadcula e solicita\xc3\xa7\xc3\xa3o de Aproveitamento de Estudos para os candidatos aprovados no Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos sem prova de habilidades espec\xc3\xadficas, na DAC.'"
23/01/2019,24/01/2019,processo seletivo aberto,"Matrícula e solicitação de Aproveitamento de Estudos para os candidatos aprovados no Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos sem prova de habilidades específicas, na DAC."
28/01/2019,31/01/2019,b'Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'Coordenadorias de Cursos encaminham \xc3\xa0 DAC a rela\xc3\xa7\xc3\xa3o dos docentes que ministrar\xc3\xa3o as disciplinas abertas no per\xc3\xadodo de Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadculas do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
28/01/2019,31/01/2019,adequacao de matricula,Coordenadorias de Cursos encaminham à DAC a relação dos docentes que ministrarão as disciplinas abertas no período de Adequação de Matrículas do 1º período letivo de 2019.
28/01/2019,01/02/2019,b'Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'Coordenadorias de Cursos adequam matr\xc3\xadculas do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
28/01/2019,01/02/2019,adequacao de matricula,Coordenadorias de Cursos adequam matrículas do 1º período letivo de 2019.
01/02/2019,01/02/2019,b'Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'\xc3\x9altimo dia para as Coordenadorias de Cursos adequarem matr\xc3\xadculas do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
01/02/2019,01/02/2019,adequacao de matricula,Último dia para as Coordenadorias de Cursos adequarem matrículas do 1º período letivo de 2019.
04/02/2019,04/02/2019,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',"b'\xc3\x9altimo dia para entrada das notas do Sistema de Recupera\xc3\xa7\xc3\xa3o das disciplinas oferecidas no 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
04/02/2019,04/02/2019,sistema de recuperacao,"Último dia para entrada das notas do Sistema de Recuperação das disciplinas oferecidas no 2º período letivo de 2018, na WEB."
04/02/2019,04/02/2019,Período Letivo,Início das aulas das disciplinas de clínica da Faculdade de Odontologia de Piracicaba.
04/02/2019,04/02/2019,Período Letivo,Início das aulas das disciplinas de estágio do Curso de Fonoaudiologia.
06/02/2019,06/02/2019,b'Relat\xc3\xb3rio de Matr\xc3\xadcula e Relat\xc3\xb3rio de Integraliza\xc3\xa7\xc3\xa3o Curricular',b'DAC divulga na WEB relat\xc3\xb3rios de matr\xc3\xadcula e integraliza\xc3\xa7\xc3\xa3o curricular do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
06/02/2019,06/02/2019,relatorio de matricula e relatorio de integralizacao curricular,DAC divulga na WEB relatórios de matrícula e integralização curricular do 1º período letivo de 2019.
07/02/2019,07/02/2019,b'Processo Seletivo Aberto',"b'Divulga\xc3\xa7\xc3\xa3o da lista de candidatos convocados para matr\xc3\xadcula do Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos com provas de habilidades espec\xc3\xadficas.'"
07/02/2019,07/02/2019,processo seletivo aberto,"Divulgação da lista de candidatos convocados para matrícula do Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos com provas de habilidades específicas."
08/02/2019,08/02/2019,b'Processo Seletivo Aberto',"b'Matr\xc3\xadcula e solicita\xc3\xa7\xc3\xa3o de Aproveitamento de Estudos para os candidatos aprovados no Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos com provas de habilidades espec\xc3\xadficas, na DAC.'"
08/02/2019,08/02/2019,processo seletivo aberto,"Matrícula e solicitação de Aproveitamento de Estudos para os candidatos aprovados no Processo Seletivo Aberto para preenchimento de vagas remanescentes, cursos com provas de habilidades específicas, na DAC."
16/02/2019,16/02/2019,b'F\xc3\xa9rias de Ver\xc3\xa3o',b'T\xc3\xa9rmino das aulas do per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'
16/02/2019,16/02/2019,ferias de verao,Término das aulas do período de Férias de Verão - 2019.
18/02/2019,19/02/2019,b'F\xc3\xa9rias de Ver\xc3\xa3o',b'Exames finais do per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'
18/02/2019,19/02/2019,ferias de verao,Exames finais do período de Férias de Verão - 2019.
19/02/2019,20/02/2019,b'Processo Seletivo Aberto',"b'Matr\xc3\xadcula em disciplinas dos candidatos aprovados no Processo Seletivo Aberto para preenchimento de vagas remanescentes, na DAC.'"
19/02/2019,20/02/2019,processo seletivo aberto,"Matrícula em disciplinas dos candidatos aprovados no Processo Seletivo Aberto para preenchimento de vagas remanescentes, na DAC."
20/02/2019,20/02/2019,b'F\xc3\xa9rias de Ver\xc3\xa3o',"b'\xc3\x9altimo dia para entrada de m\xc3\xa9dias e frequ\xc3\xaancias do per\xc3\xadodo de F\xc3\xa9rias de Ver\xc3\xa3o - 2019, na WEB.'"
20/02/2019,20/02/2019,ferias de verao,"Último dia para entrada de médias e frequências do período de Férias de Verão - 2019, na WEB."
24/02/2019,26/02/2019,b'Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',"b'Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula em disciplina do 1\xc2\xba per\xc3\xadodo letivo de 2019, na WEB.'"
24/02/2019,26/02/2019,alteracao de matricula,"Alteração de Matrícula em disciplina do 1º período letivo de 2019, na WEB."
25/02/2019,28/02/2019,b'Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'Coordenadorias de Cursos atuam nos pedidos de Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
25/02/2019,28/02/2019,alteracao de matricula,Coordenadorias de Cursos atuam nos pedidos de Alteração de Matrícula do 1º período letivo de 2019.
26/02/2019,26/02/2019,b'Estudante Especial',"b'\xc3\x9altimo dia para inscri\xc3\xa7\xc3\xa3o de Estudante Especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o do 1\xc2\xba per\xc3\xadodo letivo de 2019, na WEB.'"
26/02/2019,26/02/2019,estudante especial,"Último dia para inscrição de Estudante Especial em disciplinas isoladas de graduação do 1º período letivo de 2019, na WEB."
27/02/2019,27/02/2019,b'Per\xc3\xadodo Letivo',b'In\xc3\xadcio das aulas do 1\xc2\xba per\xc3\xadodo letivo de 2019 e Turmas Especiais I e II.'
27/02/2019,27/02/2019,periodo letivo,Início das aulas do 1º período letivo de 2019 e Turmas Especiais I e II.
27/02/2019,28/02/2019,b'Estudante Especial',b'Coordenadorias de Cursos atuam nos pedidos de inscri\xc3\xa7\xc3\xa3o de Estudante Especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
27/02/2019,28/02/2019,estudante especial,Coordenadorias de Cursos atuam nos pedidos de inscrição de Estudante Especial em disciplinas isoladas de graduação do 1º período letivo de 2019.
01/03/2019,01/03/2019,b'Estudante Especial',b'DAC divulga na WEB relat\xc3\xb3rios de matr\xc3\xadcula de estudante especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
01/03/2019,01/03/2019,estudante especial,DAC divulga na WEB relatórios de matrícula de estudante especial em disciplinas isoladas de graduação do 1º período letivo de 2019.
02/03/2019,06/03/2019,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
02/03/2019,06/03/2019,feriado/expediente suspenso,Não haverá atividades.
13/03/2019,14/03/2019,b'Estudante Intercambista',b'Prazo para a Coordenadoria de Curso atuar no pedido de matr\xc3\xadcula em disciplinas de Estudante Intercambista para o 1\xc2\xba per\xc3\xadodo letivo de 2019.'
13/03/2019,14/03/2019,estudante intercambista,Prazo para a Coordenadoria de Curso atuar no pedido de matrícula em disciplinas de Estudante Intercambista para o 1º período letivo de 2019.
15/03/2019,15/03/2019,b'Estudante Intercambista',b'DAC disponibiliza relat\xc3\xb3rio final de matr\xc3\xadcula para Estudante Intercambista do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
15/03/2019,15/03/2019,estudante intercambista,DAC disponibiliza relatório final de matrícula para Estudante Intercambista do 1º período letivo de 2019.
25/03/2019,25/03/2019,b'M\xc3\xa9dia e Frequ\xc3\xaancia',b'\xc3\x9altimo dia para as unidades de ensino encaminharem \xc3\xa0 DAC Retifica\xc3\xa7\xc3\xa3o de M\xc3\xa9dias e Frequ\xc3\xaancias do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
25/03/2019,25/03/2019,media e frequencia,Último dia para as unidades de ensino encaminharem à DAC Retificação de Médias e Frequências do 2º período letivo de 2018.
26/03/2019,26/03/2019,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'\xc3\x9altimo dia para confirma\xc3\xa7\xc3\xa3o do Trancamento de Matr\xc3\xadcula autom\xc3\xa1tico, referente ao 1\xc2\xba per\xc3\xadodo letivo de 2019, conforme previsto no par\xc3\xa1grafo 1\xc2\xba do artigo 34 do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o.'"
