dataInicio,dataFim,entidade,info
23/03/2018,23/03/2018,b'Vestibular Unicamp',"b'Divulga\xc3\xa7\xc3\xa3o da lista de convocados em 10\xc2\xaa chamada para matr\xc3\xadcula presencial, lista de espera e lista de candidatos remanejados do Vestibular Unicamp 2018.'"
23/03/2018,23/03/2018,vestibular unicamp,"Divulgação da lista de convocados em 10ª chamada para matrícula presencial, lista de espera e lista de candidatos remanejados do Vestibular Unicamp 2018."
23/03/2018,23/03/2018,Teste de Proficiência,"Divulgação das disciplinas de línguas estrangeiras a serem oferecidas em Teste de Proficiência, na WEB."
27/03/2018,27/03/2018,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'\xc3\x9altimo dia para confirma\xc3\xa7\xc3\xa3o de Trancamento de Matr\xc3\xadcula autom\xc3\xa1tico, referente ao 1\xc2\xba per\xc3\xadodo letivo de 2018, conforme previsto no par\xc3\xa1grafo 1\xc2\xba do artigo 34 do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o.'"
27/03/2018,27/03/2018,trancamento de matricula (semestre),"Último dia para confirmação de Trancamento de Matrícula automático, referente ao 1º período letivo de 2018, conforme previsto no parágrafo 1º do artigo 34 do Regimento  Geral de Graduação."
27/03/2018,27/03/2018,Vestibular Unicamp,"Declaração presencial de interesse para a lista de espera do Vestibular Unicamp 2018, das 9h00 às 12h00, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Matrícula presencial dos convocados em 10ª chamada do Vestibular Unicamp 2018, das 9h00 às 12h00, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Identificação civil dos alunos que fizeram matrícula em 10ª chamada do Vestibular Unicamp 2018, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Solicitação de Aproveitamento de Estudos para o 1º período letivo de 2018 - ingressantes da 10ª chamada do Vestibular Unicamp 2018, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Divulgação da lista de convocados em 11ª chamada para matrícula presencial e lista de candidatos remanejados do Vestibular Unicamp 2018, até às 16h00, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Matrícula presencial dos convocados em 11ª chamada do Vestibular Unicamp 2018, das 16h00 às 17h00, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Identificação civil dos alunos que fizeram matrícula 11ª chamada do Vestibular Unicamp 2018, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Solicitação de Aproveitamento de Estudos para o 1º Período letivo de 2018 - ingressantes da 11ª chamada do Vestibular Unicamp 2018, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Divulgação da lista de convocados em última chamada para matrícula presencial e lista de candidatos remanejados do Vestibular Unicamp 2018, até às 17h30, na DAC (caso existam vagas em aberto)."
27/03/2018,27/03/2018,Vestibular Unicamp,"Matrícula presencial dos convocados em última chamada do Vestibular Unicamp 2018, das 17h30 às 18h00, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Identificação civil dos alunos que fizeram matrícula em última chamada do Vestibular Unicamp 2018, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,"Solicitação de Aproveitamento de Estudos para o 1º Período letivo de 2018 - ingressantes da última chamada do Vestibular Unicamp 2018, na DAC."
27/03/2018,27/03/2018,Vestibular Unicamp,Último dia para matrícula de alunos ingressantes.
29/03/2018,31/03/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
29/03/2018,31/03/2018,feriado/expediente suspenso,Não haverá atividades.
02/04/2018,02/04/2018,b'Cola\xc3\xa7\xc3\xa3o de Grau',b'\xc3\x9altimo dia para as Coordenadorias de Cursos informarem \xc3\xa0 DAC a data da Cola\xc3\xa7\xc3\xa3o de Grau do 1\xc2\xba per\xc3\xadodo letivo de 2018.'
02/04/2018,02/04/2018,colacao de grau,Último dia para as Coordenadorias de Cursos informarem à DAC a data da Colação de Grau do 1º período letivo de 2018.
02/04/2018,06/04/2018,b'Teste de Profici\xc3\xaancia',"b'Inscri\xc3\xa7\xc3\xa3o para Teste de Profici\xc3\xaancia, somente para disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
02/04/2018,06/04/2018,teste de proficiencia,"Inscrição para Teste de Proficiência, somente para disciplinas de línguas estrangeiras, na WEB."
03/04/2018,27/04/2018,b'Processo Seletivo Aberto',"b'Coordenadorias de Cursos informam \xc3\xa0 DAC as formas adotadas para a Prova Espec\xc3\xadfica de Conhecimento do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em institui\xc3\xa7\xc3\xa3o de ensino superior para preenchimento de vagas remanescentes, bem como a rela\xc3\xa7\xc3\xa3o de disciplinas e respectivos programas.'"
03/04/2018,27/04/2018,processo seletivo aberto,"Coordenadorias de Cursos informam à DAC as formas adotadas para a Prova Específica de Conhecimento do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em instituição de ensino superior para preenchimento de vagas remanescentes, bem como a relação de disciplinas e respectivos programas."
09/04/2018,11/04/2018,b'Teste de Profici\xc3\xaancia',b'Ajustes das inscri\xc3\xa7\xc3\xb5es do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras.'
09/04/2018,11/04/2018,teste de proficiencia,Ajustes das inscrições do Teste de Proficiência em disciplinas de línguas estrangeiras.
11/04/2018,11/04/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para a DAC encaminhar \xc3\xa0 CCG as propostas de cria\xc3\xa7\xc3\xa3o/exclus\xc3\xa3o de habilita\xc3\xa7\xc3\xa3o/\xc3\xaanfase em cursos j\xc3\xa1 existentes.'
11/04/2018,11/04/2018,catalogo dos cursos de graduacao,Último dia para a DAC encaminhar à CCG as propostas de criação/exclusão de habilitação/ênfase em cursos já existentes.
13/04/2018,13/04/2018,b'Teste de Profici\xc3\xaancia',"b'Divulga\xc3\xa7\xc3\xa3o do resultado das inscri\xc3\xa7\xc3\xb5es para o Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeira, na WEB.'"
13/04/2018,13/04/2018,teste de proficiencia,"Divulgação do resultado das inscrições para o Teste de Proficiência em disciplinas de línguas estrangeira, na WEB."
16/04/2018,16/04/2018,b'PAA',b'Libera\xc3\xa7\xc3\xa3o da rela\xc3\xa7\xc3\xa3o de alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018.'
16/04/2018,16/04/2018,paa,Liberação da relação de alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018.
16/04/2018,18/04/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',"b'Coordenadorias de Cursos tomam conhecimento dos pareceres da DAC, a serem submetidos \xc3\xa0 subcomiss\xc3\xa3o da CCG, nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 2\xc2\xba Per\xc3\xadodo letivo de 2018.'"
16/04/2018,18/04/2018,catalogo dos cursos de graduacao,"Coordenadorias de Cursos tomam conhecimento dos pareceres da DAC, a serem submetidos à subcomissão da CCG, nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º Período letivo de 2018."
19/04/2018,24/04/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Subcomiss\xc3\xb5es da CCG analisam e emitem pareceres nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 2\xc2\xba Per\xc3\xadodo letivo de 2018.'
19/04/2018,24/04/2018,catalogo dos cursos de graduacao,Subcomissões da CCG analisam e emitem pareceres nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º Período letivo de 2018.
21/04/2018,21/04/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
21/04/2018,21/04/2018,feriado/expediente suspenso,Não haverá atividades.
23/04/2018,22/05/2018,b'Teste de Profici\xc3\xaancia',"b'Aplica\xc3\xa7\xc3\xa3o do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, conforme hor\xc3\xa1rios estabelecidos pelo Centro de Ensino de L\xc3\xadnguas.'"
23/04/2018,22/05/2018,teste de proficiencia,"Aplicação do Teste de Proficiência em disciplinas de línguas estrangeiras, conforme horários estabelecidos pelo Centro de Ensino de Línguas."
23/04/2018,29/05/2018,b'Teste de Profici\xc3\xaancia',"b'Prazo para entrada de resultados do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
23/04/2018,29/05/2018,teste de proficiencia,"Prazo para entrada de resultados do Teste de Proficiência em disciplinas de línguas estrangeiras, na WEB."
26/04/2018,26/04/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Comiss\xc3\xa3o Central de Gradua\xc3\xa7\xc3\xa3o \xe2\x80\x93 CCG emite parecer nas propostas de cria\xc3\xa7\xc3\xa3o/exclus\xc3\xa3o de habilita\xc3\xa7\xc3\xa3o/\xc3\xaanfase em cursos j\xc3\xa1 existentes.'
26/04/2018,26/04/2018,catalogo dos cursos de graduacao,Comissão Central de Graduação – CCG emite parecer nas propostas de criação/exclusão de habilitação/ênfase em cursos já existentes.
01/04/2018,01/04/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para a CCG encaminhar \xc3\xa0 CEPE as propostas de cria\xc3\xa7\xc3\xa3o/exclus\xc3\xa3o de habilita\xc3\xa7\xc3\xa3o/\xc3\xaanfase em cursos j\xc3\xa1 existentes.'
01/04/2018,01/04/2018,catalogo dos cursos de graduacao,Último dia para a CCG encaminhar à CEPE as propostas de criação/exclusão de habilitação/ênfase em cursos já existentes.
26/04/2018,02/05/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Coordenadorias de Cursos tomam conhecimento dos pareceres das subcomiss\xc3\xb5es da CCG nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 2\xc2\xba Per\xc3\xadodo letivo de 2018.'
26/04/2018,02/05/2018,catalogo dos cursos de graduacao,Coordenadorias de Cursos tomam conhecimento dos pareceres das subcomissões da CCG nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º Período letivo de 2018.
30/04/2018,30/04/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
30/04/2018,30/04/2018,feriado/expediente suspenso,Não haverá atividades.
01/05/2018,01/05/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
01/05/2018,01/05/2018,feriado/expediente suspenso,Não haverá atividades.
02/05/2018,02/05/2018,b'Desist\xc3\xaancia de Matr\xc3\xadcula em Disciplina',"b'\xc3\x9altimo dia para solicita\xc3\xa7\xc3\xa3o de Desist\xc3\xaancia de Matr\xc3\xadcula em Disciplinas do 1\xc2\xba Per\xc3\xadodo letivo de 2018, na WEB .'"
02/05/2018,02/05/2018,desistencia de matricula em disciplina,"Último dia para solicitação de Desistência de Matrícula em Disciplinas do 1º Período letivo de 2018, na WEB ."
02/05/2018,02/05/2018,Catálogo dos Cursos de Graduação,Último dia para as Coordenadorias de Cursos tomarem conhecimento dos pareceres das subcomissões da CCG nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º Período letivo de 2018.
04/05/2018,04/05/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',"b'\xc3\x9altimo dia para as Coordenadorias de Cursos proporem altera\xc3\xa7\xc3\xb5es nos processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019, no SIGA.'"
04/05/2018,04/05/2018,catalogo dos cursos de graduacao,"Último dia para as Coordenadorias de Cursos proporem alterações nos processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019, no SIGA."
07/05/2018,07/05/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para as Coordenadorias de Cursos encaminharem \xc3\xa0 DAC os processos f\xc3\xadsicos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
07/05/2018,07/05/2018,catalogo dos cursos de graduacao,Último dia para as Coordenadorias de Cursos encaminharem à DAC os processos físicos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019.
07/05/2018,07/05/2018,Catálogo dos Cursos de Graduação,Último dia para a DAC encaminhar à CCG as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º Período letivo de 2018.
08/05/2018,08/05/2018,b'Avalia\xc3\xa7\xc3\xa3o e discuss\xc3\xa3o de cursos',b'Avalia\xc3\xa7\xc3\xa3o e discuss\xc3\xa3o de cursos - No hor\xc3\xa1rio de realiza\xc3\xa7\xc3\xa3o da reuni\xc3\xa3o n\xc3\xa3o haver\xc3\xa1 aula e cada unidade de ensino dever\xc3\xa1 realizar atividades relacionadas ao dia de avalia\xc3\xa7\xc3\xa3o e discuss\xc3\xa3o do curso para os alunos.'
08/05/2018,08/05/2018,avaliacao e discussao de cursos,Avaliação e discussão de cursos - No horário de realização da reunião não haverá aula e cada unidade de ensino deverá realizar atividades relacionadas ao dia de avaliação e discussão do curso para os alunos.
08/05/2018,08/05/2018,Catálogo dos Cursos de Graduação,"Câmara de Ensino, Pesquisa e Extensão - CEPE emite parecer nos processos de propostas de criação/exclusão de habilitação/ênfase em cursos já existentes."
14/05/2018,08/06/2018,b'PAA',b'Prazo para os alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018 inclu\xc3\xadrem plano de estudos de recupera\xc3\xa7\xc3\xa3o no Sistema Siga.'
14/05/2018,08/06/2018,paa,Prazo para os alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018 incluírem plano de estudos de recuperação no Sistema Siga.
21/05/2018,21/05/2018,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'\xc3\x9altimo dia para solicita\xc3\xa7\xc3\xa3o de Trancamento de Matr\xc3\xadcula do 1\xc2\xba per\xc3\xadodo letivo de 2018, na DAC, conforme Artigo 47 do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o.'"
21/05/2018,21/05/2018,trancamento de matricula (semestre),"Último dia para solicitação de Trancamento de Matrícula do 1º período letivo de 2018, na DAC, conforme Artigo 47 do Regimento  Geral de Graduação."
21/05/2018,13/06/2018,b'PAA',"b'Prazo para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recupera\xc3\xa7\xc3\xa3o dos alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018.'"
21/05/2018,13/06/2018,paa,"Prazo para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recuperação dos alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018."
22/05/2018,22/05/2018,b'Teste de Profici\xc3\xaancia',b'\xc3\x9altimo dia para aplica\xc3\xa7\xc3\xa3o de Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras.'
22/05/2018,22/05/2018,teste de proficiencia,Último dia para aplicação de Teste de Proficiência em disciplinas de línguas estrangeiras.
24/05/2018,24/05/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Comiss\xc3\xa3o Central de Gradua\xc3\xa7\xc3\xa3o \xe2\x80\x93 CCG delibera sobre as propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
24/05/2018,24/05/2018,catalogo dos cursos de graduacao,Comissão Central de Graduação – CCG delibera sobre as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º período letivo de 2018.
29/05/2018,29/05/2018,b'Teste de Profici\xc3\xaancia',"b'\xc3\x9altimo dia para entrada de resultados do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeira, na WEB.'"
29/05/2018,29/05/2018,teste de proficiencia,"Último dia para entrada de resultados do Teste de Proficiência em disciplinas de línguas estrangeira, na WEB."
29/05/2018,29/05/2018,Catálogo dos Cursos de Graduação,Conselho Universitário - CONSU delibera sobre os processos de propostas de criação/exclusão de habilitação/ênfase em cursos já existentes.
30/05/2018,30/05/2018,b'Processo Seletivo Aberto',b'Comvest divulga as informa\xc3\xa7\xc3\xb5es preliminares do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em institui\xc3\xa7\xc3\xa3o de ensino superior para preenchimento de vagas remanescentes.'
30/05/2018,30/05/2018,processo seletivo aberto,Comvest divulga as informações preliminares do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em instituição de ensino superior para preenchimento de vagas remanescentes.
30/05/2018,30/05/2018,Horários,Último dia para as Coordenadorias de Cursos elaborarem os horários do 2º período letivo de 2018 e Sistema de Recuperação.
31/05/2018,31/05/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
31/05/2018,31/05/2018,feriado/expediente suspenso,Não haverá atividades.
01/06/2018,02/06/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
01/06/2018,02/06/2018,feriado/expediente suspenso,Não haverá atividades.
04/06/2018,06/06/2018,b'Hor\xc3\xa1rios',b'Ajustes dos hor\xc3\xa1rios das disciplinas de l\xc3\xadnguas estrangeiras ap\xc3\xb3s os resultados do Teste de Profici\xc3\xaancia.'
04/06/2018,06/06/2018,horarios,Ajustes dos horários das disciplinas de línguas estrangeiras após os resultados do Teste de Proficiência.
06/06/2018,06/06/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para a Comiss\xc3\xa3o Central de Gradua\xc3\xa7\xc3\xa3o - CCG encaminhar \xc3\xa0 DAC as propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 2\xc2\xba Per\xc3\xadodo letivo de 2018.'
06/06/2018,06/06/2018,catalogo dos cursos de graduacao,Último dia para a Comissão Central de Graduação - CCG encaminhar à DAC as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 2º Período letivo de 2018.
08/06/2018,08/06/2018,b'PAA',b'\xc3\x9altimo dia para os alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018 inclu\xc3\xadrem plano de estudos de recupera\xc3\xa7\xc3\xa3o no Sistema Siga.'
08/06/2018,08/06/2018,paa,Último dia para os alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018 incluírem plano de estudos de recuperação no Sistema Siga.
11/06/2018,20/06/2018,b'PAA',"b'Prazo para as Coordenadorias de Cursos analisarem e divulgarem suas conclus\xc3\xb5es, no Sistema Siga, sobre os planos de estudos de recupera\xc3\xa7\xc3\xa3o dos alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018.'"
11/06/2018,20/06/2018,paa,"Prazo para as Coordenadorias de Cursos analisarem e divulgarem suas conclusões, no Sistema Siga, sobre os planos de estudos de recuperação dos alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018."
13/06/2018,13/06/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades na Faculdade de Odontologia de Piracicaba.'
13/06/2018,13/06/2018,feriado/expediente suspenso,Não haverá atividades na Faculdade de Odontologia de Piracicaba.
13/06/2018,13/06/2018,Teste de Proficiência,"Divulgação das disciplinas a serem oferecidas em Teste de Proficiência, exceto disciplinas de línguas estrangeiras, na WEB."
13/06/2018,13/06/2018,PAA,"Último dia para as Coordenadorias de Cursos analisarem, no Sistema Siga, os planos de estudos de recuperação dos alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018."
14/06/2018,20/06/2018,b'PAA',b'Prazo para os alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018 adequarem seus planos de estudos de recupera\xc3\xa7\xc3\xa3o no Sistema Siga.'
14/06/2018,20/06/2018,paa,Prazo para os alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018 adequarem seus planos de estudos de recuperação no Sistema Siga.
15/06/2018,19/06/2018,b'Hor\xc3\xa1rios',"b'Reuni\xc3\xb5es individuais das Coordenadorias de Cursos para o fechamento dos hor\xc3\xa1rios do 2\xc2\xba per\xc3\xadodo letivo de 2018 e Sistema de Recupera\xc3\xa7\xc3\xa3o, na DAC.'"
15/06/2018,19/06/2018,horarios,"Reuniões individuais das Coordenadorias de Cursos para o fechamento dos horários do 2º período letivo de 2018 e Sistema de Recuperação, na DAC."
18/06/2018,22/06/2018,b'Teste de Profici\xc3\xaancia',"b'Inscri\xc3\xa7\xc3\xa3o para Teste de Profici\xc3\xaancia, exceto para disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
18/06/2018,22/06/2018,teste de proficiencia,"Inscrição para Teste de Proficiência, exceto para disciplinas de línguas estrangeiras, na WEB."
18/06/2018,27/06/2018,b'PAA',"b'Prazo para as Coordenadorias de Cursos analisarem e divulgarem suas conclus\xc3\xb5es, no Sistema Siga, sobre os planos de estudos de recupera\xc3\xa7\xc3\xa3o dos alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 1\xc2\xba per\xc3\xadodo letivo de 2018.'"
18/06/2018,27/06/2018,paa,"Prazo para as Coordenadorias de Cursos analisarem e divulgarem suas conclusões, no Sistema Siga, sobre os planos de estudos de recuperação dos alunos inseridos no Programa de Apoio Acadêmico (PAA) no 1º período letivo de 2018."
19/06/2018,19/06/2018,b'Carta de Aceita\xc3\xa7\xc3\xa3o',"b'\xc3\x9altimo dia para as Coordenadorias de Cursos solicitarem \xc3\xa0 DAC, por e-mail, emiss\xc3\xa3o da Carta de Aceita\xc3\xa7\xc3\xa3o para estudante especial estrangeiro para o 2\xc2\xba per\xc3\xadodo letivo de 2018.'"
19/06/2018,19/06/2018,carta de aceitacao,"Último dia para as Coordenadorias de Cursos solicitarem à DAC, por e-mail, emissão da Carta de Aceitação para estudante especial estrangeiro para o 2º período letivo de 2018."
21/06/2018,25/06/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',"b'Coordenadorias de Cursos tomam conhecimento dos pareceres emitidos pela DAC nos processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019, a serem submetidos \xc3\xa0s subcomiss\xc3\xb5es da CCG.'"
21/06/2018,25/06/2018,catalogo dos cursos de graduacao,"Coordenadorias de Cursos tomam conhecimento dos pareceres emitidos pela DAC nos processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019, a serem submetidos às subcomissões da CCG."
22/06/2018,22/06/2018,b'Hor\xc3\xa1rios',b'DAC divulga na WEB o caderno de hor\xc3\xa1rios do 2\xc2\xba per\xc3\xadodo letivo de 2018 e Sistema de Recupera\xc3\xa7\xc3\xa3o.'
22/06/2018,22/06/2018,horarios,DAC divulga na WEB o caderno de horários do 2º período letivo de 2018 e Sistema de Recuperação.
25/06/2018,29/06/2018,b'Remanejamento Interno',"b'Inscri\xc3\xa7\xc3\xa3o para o Remanejamento Interno e Complementa\xc3\xa7\xc3\xa3o de Curr\xc3\xadculo de alunos formados pela Unicamp nos casos previstos no inciso II, al\xc3\xadneas a e b, do Artigo 8\xc2\xba do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o, na DAC.'"
25/06/2018,29/06/2018,remanejamento interno,"Inscrição para o Remanejamento Interno e Complementação de Currículo de alunos formados pela Unicamp nos casos previstos no inciso II, alíneas a e b, do Artigo 8º do Regimento  Geral de Graduação, na DAC."
27/06/2018,02/07/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Subcomiss\xc3\xb5es da CCG analisam e emitem pareceres nos processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
27/06/2018,02/07/2018,catalogo dos cursos de graduacao,Subcomissões da CCG analisam e emitem pareceres nos processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019.
30/06/2018,30/06/2018,b'Per\xc3\xadodo Letivo',b'Prazo final para o cumprimento da carga hor\xc3\xa1ria e programas das disciplinas.'
30/06/2018,30/06/2018,periodo letivo,Prazo final para o cumprimento da carga horária e programas das disciplinas.
02/07/2018,02/07/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para as Subcomiss\xc3\xb5es da CCG analisarem e emitirem pareceres nos processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
02/07/2018,02/07/2018,catalogo dos cursos de graduacao,Último dia para as Subcomissões da CCG analisarem e emitirem pareceres nos processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019.
02/07/2018,07/07/2018,b'Semana de Estudos',b'Semana de estudos.'
02/07/2018,07/07/2018,semana de estudos,Semana de estudos.
02/07/2018,18/07/2018,b'M\xc3\xa9dia e Frequ\xc3\xaancia',"b'Prazo para entrada de M\xc3\xa9dias e Frequ\xc3\xaancias do 1\xc2\xba per\xc3\xadodo letivo de 2018 e Turmas Especiais I e II, na WEB.'"
02/07/2018,18/07/2018,media e frequencia,"Prazo para entrada de Médias e Frequências do 1º período letivo de 2018 e Turmas Especiais I e II, na WEB."
02/07/2018,19/07/2018,b'Matr\xc3\xadcula em Disciplina',"b'Matr\xc3\xadcula em disciplinas para o 2\xc2\xba per\xc3\xadodo letivo de 2018, Sistema de Recupera\xc3\xa7\xc3\xa3o e Turmas Especiais I e II, na WEB.'"
02/07/2018,19/07/2018,matricula em disciplina,"Matrícula em disciplinas para o 2º período letivo de 2018, Sistema de Recuperação e Turmas Especiais I e II, na WEB."
02/07/2018,19/07/2018,Reingresso,"Solicitação de Reingresso para o 2º período letivo de 2018 (artigo 8º, inciso IV do Regimento  Geral de Graduação), na DAC."
02/07/2018,20/07/2018,b'Matr\xc3\xadcula em Disciplina',b'Coordenadorias de Cursos atuam nos pedidos de matr\xc3\xadculas do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
02/07/2018,20/07/2018,matricula em disciplina,Coordenadorias de Cursos atuam nos pedidos de matrículas do 2º período letivo de 2018.
02/07/2018,02/08/2018,b'Estudante Especial',"b'Inscri\xc3\xa7\xc3\xa3o de Estudante Especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o do 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
02/07/2018,02/08/2018,estudante especial,"Inscrição de Estudante Especial em disciplinas isoladas de graduação do 2º período letivo de 2018, na WEB."
